question,answer_llm,answer_orig,document
How do you define cosine similarity in vector search?,"Cosine similarity is a measure of how aligned two non-zero vectors are. In vector search, it is computed as the cosine of the angle between the query vector and a document vector.

If the vectors are normalized to unit length, cosine similarity is just their dot product. Its value ranges from:

- **1**: vectors are identical
- **0**: vectors are orthogonal, meaning no similarity
- **-1**: vectors point in opposite directions","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity useful for comparing documents or text embeddings?,"Cosine similarity is useful because it measures how aligned two text vectors are, regardless of their magnitude. That makes it good for comparing documents or embeddings based on content rather than length.

In practice, this means:
- similar texts tend to point in similar directions in vector space,
- the actual vector size doesn’t matter much after normalization,
- and it can be computed efficiently as a dot product when vectors are unit-normalized.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 actually mean?","A cosine similarity score of:

- **1** means the vectors are **identical in direction** — they point exactly the same way.
- **0** means the vectors are **orthogonal** — they have **no similarity**.
- **-1** means the vectors are **completely opposite** — they point in opposite directions.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used with any vector, or only non-zero ones?","Cosine similarity is used with **non-zero vectors**. If a vector is zero, its length is zero, so cosine similarity is not defined.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is the angle between two vectors related to cosine similarity?,"Cosine similarity is the cosine of the angle between two vectors. So:

- **smaller angle** → **higher cosine similarity**
- **angle = 0°** → cosine similarity **1**
- **angle = 90°** → cosine similarity **0**
- **angle = 180°** → cosine similarity **-1**

In short, cosine similarity measures how aligned the two vectors are by looking at the angle between them.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why can cosine similarity be computed with just a dot product when the vectors are normalized?,"Because if the vectors are normalized to unit length, cosine similarity becomes exactly the dot product:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

When \(\|a\| = \|b\| = 1\), this simplifies to:

\[
\cos(\theta) = a \cdot b
\]

So once both vectors are normalized, you only need a dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing embeddings make cosine similarity ignore vector length?,"Normalizing embeddings means scaling each vector to unit length. Once all vectors have length 1, the vector length no longer affects the dot product, so the dot product depends only on the angle between vectors.

That’s why cosine similarity ignores vector length after normalization: for unit vectors, cosine similarity and dot product are the same.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"In vector search, why is cosine similarity basically a matrix multiply after unit normalization?","Because once both vectors are **unit-normalized**, cosine similarity

\[
\cos(\theta) = \frac{x \cdot q}{\|x\|\|q\|}
\]

simplifies to just:

\[
x \cdot q
\]

since \(\|x\| = \|q\| = 1\).

So if you stack all document embeddings into a matrix \(X\) and compare them with one normalized query vector \(q\), the cosine similarities are just:

\[
X q
\]

which is a matrix-vector multiply.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in the similarity calculation once all document vectors and the query are normalized to length 1?,"Once all document vectors and the query are normalized to length 1, cosine similarity becomes just the **dot product** between the query and each document vector.

So the similarity calculation changes from needing to account for vector magnitudes to simply computing:

- **similarity = query · document**

This is why it can be done efficiently with **matrix multiplication**.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why does using unit-length embeddings let us compare the query to all documents with matrix multiplication?,"Because when embeddings are normalized to unit length, cosine similarity between the query and each document is just their dot product. That means we can stack all document embeddings into a matrix and compute all similarities at once with one matrix multiplication, instead of comparing them one by one.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I need to create a brand-new GitHub repo, or is making another codespace enough?","Just a new codespace. You can create it from your existing GitHub repo, so you do **not** need a brand-new repo for Module 2.  

It’s recommended to use a separate codespace for Module 2 because the vector-search dependencies are heavy, and you may want to delete that codespace later. Be sure to commit your work to the repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why should I use a separate codespace for the vector search module instead of keeping everything in the Module 1 one?,"Because the Module 2 vector-search dependencies are fairly heavy. Using a separate codespace keeps them isolated, so you can stop or delete that environment later without leaving extra packages and clutter in your Module 1 setup.

Also, it’s quick to set up, and you should commit your work to the repo since the codespace may be deleted later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I spin up a new codespace for Module 2, can I just reuse my existing repository?","Yes — you can reuse your existing repository. For Module 2, you just need a **new codespace** created from that repo; you do **not** need a new GitHub repository.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"What happens to my Module 2 work if I delete the codespace later, and do I need to commit it first?","If you delete the Module 2 codespace later, any uncommitted work in it will be lost. The code is stored in the Codespaces Linux VM, so you should commit your work to your GitHub repository before deleting it.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Is there any reason to keep the heavy vector-search setup isolated in its own codespace rather than adding it to my old one?,"Yes — the main reason is to keep the heavy vector-search dependencies isolated.

That way, you can:
- avoid bloating your Module 1 environment,
- stop or delete the Module 2 codespace when you’re done,
- keep setup changes quick and clean.

So the course recommends a separate codespace for Module 2, even though you don’t need a new GitHub repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Why is download.py stuck at 0% while getting model.onnx from HuggingFace, and how can I fix it?","`download.py` is likely stuck at `0%` because the connection to HuggingFace’s CDN is slow or blocked.

**Fix:** download the file manually in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, `download.py` will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a way to avoid the download.py hang if the HuggingFace CDN is slow or blocked?,"Yes. If `download.py` hangs because HuggingFace’s CDN is slow or blocked, you can avoid the re-download by downloading the file manually in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it will skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I just fetch model.onnx in my browser instead of waiting for the script to finish?,"Yes — for this file you can download `model.onnx` directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script will detect that the file already exists locally and skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where should I put the downloaded model.onnx so the script will use it without downloading again?,"Put it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks that path first, so if the file is there it won’t download it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why does the model download keep starting over, and how can I make it skip once the file is already saved locally?","The model download keeps starting over because the script is trying to fetch `model.onnx` again from HuggingFace, and the download can hang if the connection to HuggingFace’s CDN is slow or blocked.

If the file is already saved locally, the script should skip re-downloading it. Put the file here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

You can also download it directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Once it exists in that local path, the script checks for the file first and should skip past the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the matrix-dot version and the loop version of vector search return slightly different numbers, even though they should be the same?","They can differ slightly because of **floating-point precision**.

Even though `X.dot(v_query)` and the loop version compute the same dot products, they may **sum the numbers in a different order**. Since floating-point addition is not perfectly associative, the last few decimal places can change.

So the results are effectively the same, just not bit-for-bit identical. Use a tolerance-based comparison like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

instead of expecting exact equality.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal for `np.allclose(scores, scores_loop)` to be false when comparing vector search scores from `X.dot(v_query)` and a Python loop?","Yes, that can be normal.

`X.dot(v_query)` and a Python loop can produce slightly different floating-point results because they add numbers in a different order. Due to floating-point precision, `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict, even though the dot products are effectively the same.

Use a small tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If you want, I can also explain why this happens mathematically.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why does the optimized `dot` calculation not exactly match the for-loop result in the vector search lesson?,"It’s due to floating-point precision.

`X.dot(v_query)` uses optimized BLAS routines, which add numbers in a different order than a Python for-loop. Because floating-point addition is not perfectly associative, the results can differ slightly in the last few decimal places.

So the optimized `dot` result and the loop result are mathematically the same, but not always exactly identical numerically. Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Should I worry if two ways of computing dot products give tiny differences in the last few decimal places?,"No — tiny differences in the last few decimal places are normal and usually just come from floating-point precision and different summation order.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The values are not really “wrong”; they’re effectively the same.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What’s the right way to compare vector search scores if the matrix version and loop version don’t match exactly?,"Use a **small tolerance**, not exact equality. For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The matrix and loop versions may differ slightly because of **floating-point precision** and the fact that they sum numbers in a different order. The results are still effectively the same.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting an IndexError: list index out of range when I try to access the best chunk in vector search?,"The `IndexError: list index out of range` usually means your embeddings and your chunks are not aligned.

In vector search, the number of embedding vectors must match the number of document chunks. If you created embeddings from something other than the chunk list, the “best” score may point to an index that doesn’t exist in your chunks list.

Make sure you embed the chunk contents directly:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(chunks)` should be the same as the number of rows in `X`.

","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"Could this error happen because the number of embeddings doesn't match the number of chunks, and how do I fix it?","Yes — that can happen if the number of embeddings doesn’t match the number of chunks.

To fix it, generate embeddings directly from the chunk list so they stay aligned:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should be equal to `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"In Module 2, what's the right way to build embeddings from chunks so I don't end up with a best-chunk indexing error?","Create the embeddings directly from the chunk list, not from the full documents. In Module 2, the safe pattern is:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Make sure the number of embedding rows in `X` matches `len(chunks)`. This prevents the best-chunk indexing error.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
My search code crashes when picking the top chunk — should I be encoding the chunk contents directly instead of something else?,"Yes — based on the course context, you should create embeddings from the **chunk contents directly**, not from something mismatched.

The relevant pattern is:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

This is important because the number of embeddings must match the number of chunks. If they don’t, accessing the “best chunk” can crash with an `IndexError`.

Also, in the homework context, the search index should be built on the **chunked documents**, not the original full documents.

So: **encode the chunk contents directly** and make sure your index/search uses the chunk list.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How do I make sure the embeddings array has the same length as my chunks list to avoid this IndexError?,"Make sure you generate embeddings **from the chunk list itself**, not from the original documents, so the lengths stay aligned.

Use this pattern:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should equal `len(chunks)`.

If you build embeddings from something else, you can end up with a mismatch and get the `IndexError`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"For Module 2 homework Q2, why is my cosine similarity not matching any answer choice even though my code seems fine?","Most likely you’re using the wrong embedding model.

For Module 2 Q2, the homework expects you to use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers`:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model, like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine similarity can be different and may not match any answer choice.

Also double-check that you are:

- embedding the page’s `content` field, not the filename or whole record
- comparing against the query vector from Q1
- using normalized vectors, since the `Embedder` returns normalized vectors and the dot product is the cosine similarity directly

If it’s still slightly off after that, pick the closest option — small numerical differences can happen.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Am I supposed to use sentence-transformers for the embedding in Q2, or is there another model the homework expects?","For Q2, the homework expects you to **not** use `sentence-transformers`. It specifically says to use the lightweight ONNX `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

So use that model for the embedding in Q2.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Could the issue with my Q2 cosine score be that I embedded the wrong thing, like the filename or the whole JSON instead of the page content?","Yes — that could definitely be the issue.

For Q2, make sure you’re embedding the page’s `content` field, not:

- the filename
- the whole JSON/dict
- any other metadata

Also double-check that you’re using the homework’s `Embedder` from `embedder.py`, since the wrong embedding model can also make the cosine score not match any option.

If you want, I can help you verify the exact line where you embed the document.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do I need to compare the Q2 page vector with the Q1 query vector, and are the embeddings already normalized?","Yes — for Q2 you should compare the **page vector** against the **Q1 query vector**.

And yes, the embeddings from the homework’s **`Embedder` are already normalized**, so the **dot product is the cosine similarity directly**.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If my cosine similarity is still a little different after using the homework setup, should I just choose the nearest option?","Yes — if you’re using the homework setup and your value is still slightly off, choose the closest option. Small numerical differences are expected.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
How do I set up Gemini and OpenAI/Tavily keys so Kestra can use them in the orchestration module?,"Kestra reads secrets from environment variables, and the ones used by flows must be **prefixed with `SECRET_`** and **base64-encoded**.

Set them **before starting Kestra**:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then restart Kestra so it picks them up:

```bash
docker compose up -d
```

In your flow, reference the secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Don’t commit the keys to Git.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
